ranch,plot,tag_number,row,column,shoots_1998,height_1998,infl_1998,notes_1998,shoots_1999,height_1999,infl_1999,notes_1999,shoots_2000,height_2000,infl_2000,notes_2000,shoots_2001,height_2001,infl_2001,notes_2001,shoots_2002,height_2002,infl_2002,notes_2002,shoots_2003,height_2003,infl_2003,notes_2003
Esteio-Colosso,5750,434,J,7,3,50,0,NA,3,36,0,NA,5,38,0,NA,4,35,0,NA,5,49,0,NA,4,40,1,NA
Esteio-Colosso,5750,2319,G,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,155,A,7,1,71,0,NA,2,25,0,NA,2,57,0,NA,2,31,0,NA,4,45,0,NA,3,43,0,NA
Esteio-Colosso,5750,1408,H,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,311,F,10,3,39,0,NA,5,57,0,NA,8,76,0,NA,9,77,1,NA,11,83,0,NA,11,70,2,NA
Esteio-Colosso,5750,2021,I,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,870,D,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,765,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,0,1,1,10,0,NA
Esteio-Colosso,5750,664,G,10,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,1,4,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5750,34,G,9,NA,NA,NA,NA,8,78,0,NA,11,65,0,NA,8,57,1,NA,6,63,0,NA,5,77,1,NA
Esteio-Colosso,5750,1328,B,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,2080,H,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,1310,G,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,185,D,8,1,50,0,NA,2,54,0,NA,3,72,0,NA,4,73,0,NA,4,104,0,NA,4,90,1,NA
Esteio-Colosso,5750,812,C,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,0,1,1,12,0,NA
Esteio-Colosso,5750,1332,A,7,8,96,1,NA,7,102,1,NA,9,68,1,NA,9,100,1,NA,12,99,0,NA,7,76,0,NA
Esteio-Colosso,5750,307,D,8,3,44,0,NA,3,59,0,NA,2,50,0,NA,2,60,0,NA,4,57,0,NA,4,50,0,NA
Esteio-Colosso,5750,1363,F,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,744,J,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,5,0,NA
Esteio-Colosso,5750,399,J,10,2,47,0,NA,3,48,0,NA,2,47,0,NA,4,51,0,NA,7,66,0,NA,4,60,1,NA
Esteio-Colosso,5750,785,J,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1,1,16,0,NA,1,12,0,NA
Esteio-Colosso,5750,373,H,7,2,54,0,NA,2,49,0,NA,2,43,0,NA,2,35,0,NA,3,49,0,NA,3,37,0,NA
Esteio-Colosso,5750,2002,J,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,410,J,10,2,16,0,NA,3,20,0,NA,3,27,0,NA,3,26,0,NA,6,35,0,NA,3,36,0,NA
Esteio-Colosso,5750,57,J,6,5,88,0,NA,6,62,0,NA,6,88,0,NA,4,43,0,NA,5,65,0,NA,5,71,0,NA
Esteio-Colosso,5750,2305,J,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,710,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,1,2,25,0,NA,2,20,0,NA
Esteio-Colosso,5750,1317,J,8,5,70,1,NA,5,71,0,NA,4,65,0,NA,5,78,1,NA,5,20,1,NA,4,60,1,NA
Esteio-Colosso,5750,884,D,10,4,70,1,NA,5,64,0,NA,7,91,0,NA,7,103,1,NA,11,80,0,NA,8,74,0,NA
Esteio-Colosso,5750,484,C,10,NA,NA,NA,NA,1,16,0,3,1,19,0,NA,2,24,0,NA,2,31,0,80,3,45,0,NA
Esteio-Colosso,5750,957,A,10,4,79,1,NA,1,46,0,NA,2,22,0,NA,2,29,0,NA,NA,NA,NA,90,1,20,0,90
Esteio-Colosso,5750,2355,H,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,189,A,6,1,18,0,NA,2,7,0,NA,2,17,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,5750,240,G,8,3,31,0,NA,4,35,0,NA,3,51,0,NA,3,50,0,NA,4,45,0,NA,5,45,0,NA
Esteio-Colosso,5750,988,C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,1324,F,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,2359,D,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,925,C,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,1334,A,7,4,69,0,NA,3,24,1,NA,4,72,0,NA,4,72,0,NA,6,82,0,NA,5,78,0,NA
Esteio-Colosso,5750,65,F,6,4,75,0,NA,4,82,0,NA,5,79,0,NA,4,91,0,NA,6,116,0,NA,4,65,1,NA
Esteio-Colosso,5750,205,B,7,1,30,0,NA,2,42,0,NA,2,51,0,NA,2,55,0,NA,3,51,0,NA,2,39,0,NA
Esteio-Colosso,5750,47,B,10,4,104,0,NA,3,98,0,NA,4,114,0,NA,9,112,0,NA,4,133,1,NA,2,120,1,NA
Esteio-Colosso,5750,448,J,6,2,42,0,NA,2,29,0,NA,2,54,0,NA,3,48,0,NA,3,45,0,NA,2,56,0,NA
Esteio-Colosso,5750,844,C,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,2,15,0,NA
Esteio-Colosso,5750,267,F,6,4,48,0,NA,4,76,0,NA,3,68,0,NA,3,63,1,NA,4,69,0,NA,5,80,1,NA
Esteio-Colosso,5750,963,B,7,3,86,0,NA,3,61,0,NA,3,55,0,NA,3,64,0,NA,2,51,0,NA,3,58,0,NA
Esteio-Colosso,5750,596,C,10,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,1,13,0,NA,1,12,0,NA
Esteio-Colosso,5750,754,C,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,18,0,NA
Esteio-Colosso,5750,1326,J,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,424,I,8,2,21,0,NA,2,17,0,NA,4,18,0,NA,6,24,0,NA,6,35,0,NA,2,30,0,NA
Esteio-Colosso,5750,562,J,9,NA,NA,NA,NA,NA,NA,NA,NA,4,69,0,3,8,0,0,NA,6,47,0,NA,5,62,0,NA
Esteio-Colosso,5750,718,C,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,2
Esteio-Colosso,5750,148,A,7,1,23,0,NA,1,20,0,NA,2,22,0,NA,3,28,0,NA,7,39,0,NA,3,20,0,NA
Esteio-Colosso,5750,2024,H,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,615,C,9,NA,NA,NA,NA,NA,NA,NA,NA,3,13,0,3,3,10,0,NA,2,16,0,NA,1,11,0,NA
Esteio-Colosso,5750,364,J,10,3,34,0,NA,5,40,0,NA,5,40,0,NA,7,38,0,NA,7,46,0,NA,6,46,0,NA
Esteio-Colosso,5750,298,G,7,4,55,1,NA,1,62,0,NA,5,38,0,NA,5,53,0,NA,5,51,0,NA,6,50,0,NA
Esteio-Colosso,5750,501,I,6,NA,NA,NA,NA,1,6,0,1,1,9,0,NA,1,7,0,NA,1,14,0,NA,1,10,0,NA
Esteio-Colosso,5750,1423,F,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5750,649,A,8,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,13,0,NA,5,13,0,NA,1,11,0,NA
Esteio-Colosso,5750,426,L,8,3,24,0,NA,5,24,0,NA,5,32,0,NA,6,34,0,NA,12,39,0,NA,8,46,1,NA
Esteio-Colosso,5750,138,A,9,2,50,0,NA,3,48,0,NA,2,48,0,NA,4,47,0,NA,5,54,0,NA,5,45,0,NA
Esteio-Colosso,5751,303,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1
Esteio-Colosso,5751,5,A,8,4,64,0,NA,6,57,0,NA,6,51,0,NA,7,70,0,NA,1,45,0,NA,1,60,0,90
Esteio-Colosso,5751,255,A,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,NA,NA,NA,2
Esteio-Colosso,5751,94,A,3,3,40,0,NA,4,34,0,NA,3,42,0,NA,3,39,0,NA,4,35,0,NA,5,48,0,NA
Esteio-Colosso,5751,215,E,6,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,13,0,NA,2,13,0,NA,1,26,0,NA
Esteio-Colosso,5751,407,C,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,72,D,4,4,36,0,NA,4,59,0,NA,5,52,0,NA,5,54,0,NA,6,75,0,NA,6,51,0,NA
Esteio-Colosso,5751,153,C,4,NA,NA,NA,NA,1,10,0,1,1,13,0,NA,1,13,0,NA,2,20,0,NA,2,16,0,NA
Esteio-Colosso,5751,391,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,198,D,6,NA,NA,NA,NA,1,15,0,3,NA,NA,NA,60,1,18,0,NA,2,17,0,NA,2,13,0,NA
Esteio-Colosso,5751,313,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,115,A,8,1,31,0,NA,2,29,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,5751,74,B,2,NA,NA,NA,NA,1,4,0,1,1,6,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,93,E,7,3,55,1,NA,4,76,1,NA,5,70,0,NA,5,68,0,NA,8,61,0,NA,9,73,2,NA
Esteio-Colosso,5751,173,B,8,NA,NA,NA,NA,1,11,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,233,D,5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,9,0,NA,1,12,0,90,3,16,0,NA
Esteio-Colosso,5751,91,D,6,3,43,0,NA,5,43,0,NA,3,70,0,NA,2,78,0,NA,5,45,0,NA,2,53,0,NA
Esteio-Colosso,5751,372,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,268,C,6,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5751,53,E,10,1,40,0,NA,1,32,0,NA,1,24,0,NA,2,24,0,NA,2,35,0,NA,2,34,0,NA
Esteio-Colosso,5751,122,E,4,NA,NA,NA,NA,1,16,0,3,3,20,0,NA,2,22,0,NA,1,21,0,NA,2,26,0,NA
Esteio-Colosso,5751,301,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1
Esteio-Colosso,5751,269,C,9,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,11,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5751,213,C,9,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,9,0,NA,1,12,0,NA,1,11,0,NA
Esteio-Colosso,5751,254,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,0,3,1,17,0,NA
Esteio-Colosso,5751,178,C,9,NA,NA,NA,NA,1,7,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,40,A,8,2,56,0,NA,3,47,0,NA,1,54,0,NA,3,46,0,NA,3,32,0,NA,2,61,0,NA
Esteio-Colosso,5751,493,B,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,332,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,14,0,NA
Esteio-Colosso,5751,68,C,10,1,28,0,NA,2,28,0,NA,2,31,0,NA,2,33,0,NA,3,27,0,NA,1,31,0,NA
Esteio-Colosso,5751,110,C,5,NA,NA,NA,NA,1,18,0,3,2,30,0,NA,2,33,0,NA,3,28,0,NA,2,36,0,NA
Esteio-Colosso,5751,274,B,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,420,D,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5751,352,C,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,0,50,2,24,0,NA
Esteio-Colosso,5751,184,A,8,NA,NA,NA,NA,1,17,0,3,2,21,0,NA,1,14,0,NA,1,11,0,NA,NA,NA,NA,2
Esteio-Colosso,5751,12,C,9,2,64,0,80,2,62,0,NA,4,80,0,NA,4,109,1,NA,8,82,0,NA,5,81,0,NA
Esteio-Colosso,5751,66,C,5,NA,NA,NA,NA,1,14,0,3,1,19,0,NA,2,21,0,NA,3,21,0,NA,3,22,0,NA
Esteio-Colosso,5751,11,C,9,5,82,0,NA,8,54,3,NA,8,57,1,NA,4,65,0,NA,5,56,1,NA,4,57,0,NA
Esteio-Colosso,5751,19,D,6,3,63,0,NA,2,60,0,NA,3,78,1,NA,4,72,0,NA,4,54,0,NA,4,50,0,NA
Esteio-Colosso,5751,87,A,8,2,38,0,NA,1,40,0,NA,2,31,0,NA,1,19,0,NA,1,13,0,90,NA,NA,NA,90
Esteio-Colosso,5752,263,C,5,NA,NA,NA,NA,1,18,0,3,1,6,0,NA,1,9,0,NA,1,6,0,NA,NA,NA,NA,60
Esteio-Colosso,5752,841,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,406,E,5,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,573,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,783,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,760,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,667,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,309,D,6,NA,NA,NA,NA,1,10,0,3,1,18,0,NA,2,14,0,NA,3,20,0,NA,3,22,0,NA
Esteio-Colosso,5752,290,B,5,NA,NA,NA,NA,1,38,0,NA,1,10,0,80,1,23,0,NA,NA,NA,0,50,NA,NA,NA,NA
Esteio-Colosso,5752,23,A,3,4,74,0,NA,4,72,0,NA,5,65,0,NA,4,81,0,NA,7,146,0,NA,5,193,2,NA
Esteio-Colosso,5752,464,B,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,0,40,1,30,0,NA,1,30,0,NA
Esteio-Colosso,5752,677,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,0,50
Esteio-Colosso,5752,159,E,3,2,27,0,NA,3,25,0,NA,1,25,0,NA,2,21,0,NA,3,23,0,NA,1,17,0,NA
Esteio-Colosso,5752,592,C,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,NA,NA,NA,2
Esteio-Colosso,5752,257,E,1,NA,NA,NA,NA,2,48,0,3,3,37,0,NA,2,43,0,NA,3,38,0,NA,2,41,0,NA
Esteio-Colosso,5752,560,C,7,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,11,0,1,1,13,0,NA,1,16,0,NA
Esteio-Colosso,5752,235,D,3,NA,NA,NA,NA,1,10,0,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,843,C,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,90,C,8,1,34,0,NA,2,38,0,NA,2,45,0,NA,2,41,0,NA,2,25,0,NA,2,35,0,NA
Esteio-Colosso,5752,425,D,5,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,287,B,3,NA,NA,NA,NA,1,12,0,1,2,20,0,NA,2,20,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,5752,661,B,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,1
Esteio-Colosso,5752,731,C,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,625,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,3,5,50,0,NA
Esteio-Colosso,5752,611,C,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,1,10,0,NA
Esteio-Colosso,5752,426,B,4,NA,NA,NA,NA,NA,NA,0,3,1,11,0,1,1,10,0,NA,2,17,0,NA,2,10,0,NA
Esteio-Colosso,5752,416,C,5,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,1,1,17,0,NA,2,25,0,90,3,26,0,NA
Esteio-Colosso,5752,283,C,5,NA,NA,NA,NA,1,14,0,3,1,30,0,NA,2,35,0,NA,2,38,0,NA,3,37,0,NA
Esteio-Colosso,5752,836,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,434,C,5,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,1,2,21,0,NA,3,38,0,NA,4,43,0,NA
Esteio-Colosso,5752,678,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,344,A,9,NA,NA,NA,NA,1,8,0,1,1,12,0,NA,1,19,0,NA,1,22,0,NA,1,10,0,NA
Esteio-Colosso,5752,402,D,6,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,13,0,NA,2,14,0,NA,1,17,0,NA
Esteio-Colosso,5752,632,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,412,C,5,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,123,E,10,1,12,0,NA,1,10,0,NA,1,12,0,NA,1,12,0,NA,1,8,0,NA,1,10,0,NA
Esteio-Colosso,5752,148,B,4,1,21,0,NA,2,14,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,317,E,2,NA,NA,NA,NA,2,10,0,3,1,13,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,5752,552,A,4,2,30,0,NA,2,22,0,NA,2,22,0,NA,2,37,0,NA,1,25,0,NA,2,23,0,NA
Esteio-Colosso,5752,466,A,9,NA,NA,NA,NA,NA,NA,NA,NA,1,27,0,3,2,51,0,NA,5,80,0,NA,3,95,0,NA
Esteio-Colosso,5752,47,C,6,1,33,0,80,2,28,0,NA,3,55,0,80,1,62,0,NA,2,67,1,NA,2,55,0,NA
Esteio-Colosso,5752,81,C,8,2,41,0,NA,2,39,0,NA,2,50,0,NA,3,48,0,NA,3,60,0,NA,2,59,0,NA
Esteio-Colosso,5752,717,B,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,119,D,8,2,26,0,NA,2,30,0,NA,3,32,0,NA,3,34,0,NA,2,38,0,NA,1,12,0,NA
Esteio-Colosso,5752,391,C,10,NA,NA,NA,NA,1,12,0,3,1,13,0,NA,1,15,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5752,124,C,8,1,28,0,NA,2,44,0,NA,3,49,0,NA,3,37,0,NA,3,46,0,NA,3,42,0,NA
Esteio-Colosso,5752,20,B,3,NA,NA,NA,NA,4,42,0,NA,4,45,0,NA,3,51,0,NA,4,73,1,NA,5,60,0,NA
Esteio-Colosso,5752,799,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,555,B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,17,0,NA,2,23,0,NA
Esteio-Colosso,5752,454,B,5,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,8,0,NA,1,22,0,NA,1,24,0,NA
Esteio-Colosso,5752,195,A,5,2,24,0,NA,2,24,0,NA,3,30,0,NA,2,39,0,NA,4,37,0,NA,3,42,0,NA
Esteio-Colosso,5752,439,C,5,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,489,D,8,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,1,1,12,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5752,162,A,5,1,15,0,NA,2,32,0,NA,NA,NA,NA,60,3,51,0,NA,5,64,0,NA,4,97,1,NA
Esteio-Colosso,5752,423,A,4,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,2,10,0,NA,2,16,0,NA,2,13,0,NA
Esteio-Colosso,5752,443,C,5,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1,1,12,0,NA,1,11,0,90,1,10,0,NA
Esteio-Colosso,5752,551,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,10,0,NA,NA,NA,NA,2
Esteio-Colosso,5752,342,E,8,NA,NA,NA,NA,1,26,0,3,2,33,0,NA,2,33,0,NA,2,25,0,NA,NA,25,0,NA
Esteio-Colosso,5752,739,C,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,286,D,6,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,197,B,3,3,26,0,NA,NA,NA,NA,60,1,24,0,NA,2,30,0,NA,5,51,0,NA,6,45,0,NA
Esteio-Colosso,5752,104,C,8,2,44,0,NA,2,37,0,NA,3,54,0,NA,2,49,0,NA,2,46,0,NA,1,35,0,NA
Esteio-Colosso,5752,701,C,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5752,71,C,9,1,33,0,NA,2,33,0,NA,2,35,0,NA,2,37,0,NA,1,37,0,NA,1,32,0,NA
Esteio-Colosso,5752,33,B,5,2,56,0,NA,3,50,0,NA,3,51,0,NA,4,59,0,NA,1,30,0,90,3,55,0,NA
Esteio-Colosso,5752,546,C,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,0,50,3,27,0,NA,3,51,0,NA
Esteio-Colosso,5752,500,D,6,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,5752,568,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,2,20,0,NA,1,30,0,NA
Esteio-Colosso,5752,417,B,3,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,11,0,NA,1,3,0,NA,NA,NA,NA,2
